tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg
MBUU,MALIBU BOATS INC,30JUN2019,2019,451.314,240.961,210.353,684.016,66.066,14
DENN,DENNYS CORP,31DEC2019,2019,460.387,598.451,-138.064,541.389,117.41,14
GIII,G-III APPAREL GROUP LTD,31JAN2020,2019,2565.137,1274.465,1290.672,3160.464,143.837,14
ITCI,INTRA-CELLULAR THERAPIES INC,31DEC2019,2019,251.186,56.179,195.007,0.061,-147.722,14
GNCA,GENOCEA BIOSCIENCES INC,31DEC2019,2019,52.611,27.569,25.042,0.0,-38.95,14
GSBC,GREAT SOUTHERN BANCORP,31DEC2019,2019,5015.072,4412.006,603.066,265.951,73.612,14
PPIH,PERMA-PIPE INTERNATIONAL HOL,31JAN2020,2019,112.225,56.596,55.629,127.663,3.576,14
PHX,PANHANDLE OIL & GAS INC,30SEP2019,2019,126.645,47.335,79.31,47.062,-40.745,11
LADR,LADDER CAPITAL CORP,31DEC2019,2019,6669.152,5030.175,1638.977,537.234,122.645,11
SESN,SESEN BIO INC,31DEC2019,2019,114.365,141.065,-26.7,0.0,-107.5,14
COCP,COCRYSTAL PHARMA INC,31DEC2019,2019,28.531,2.823,25.708,6.564,-48.169,14
DRNA,DICERNA PHARMACEUTICALS INC,31DEC2019,2019,597.409,445.214,152.195,23.904,-120.459,14
RVNC,REVANCE THERAPEUTICS INC,31DEC2019,2019,340.287,114.797,225.49,0.413,-159.429,14
FTAI,FORTRESS TRANS INFRASTR INVS,31DEC2019,2019,3236.922,1898.065,1338.857,578.774,225.108,11
OUT,OUTFRONT MEDIA INC,31DEC2019,2019,5382.3,4255.9,1126.4,1782.2,140.1,11
FLXN,FLEXION THERAPEUTICS INC,31DEC2019,2019,217.56,237.668,-20.108,72.957,-149.773,14
IBP,INSTALLED BLDG PRODUCTS INC,31DEC2019,2019,1099.479,849.448,250.031,1511.629,68.159,11
OGS,ONE GAS INC,31DEC2019,2019,5708.3,3578.91,2129.39,1652.73,186.749,11
KN,KNOWLES CORP,31DEC2019,2019,1654.6,366.1,1288.5,854.8,49.1,11
AGFS,AGROFRESH SOLUTIONS INC,31DEC2019,2019,805.692,471.662,334.03,170.065,-60.832,14
FPI,FARMLAND PARTNERS INC,31DEC2019,2019,1102.553,525.636,456.407,53.824,13.886,11
PIH,1347 PROPERTY INS HLDGS INC,31DEC2019,2019,63.454,0.539,62.915,5.597,0.311,14
CNCE,CONCERT PHARMACEUTICLS INC,31DEC2019,2019,137.471,36.014,101.457,1.077,-78.166,14
RIO,RIO TINTO GROUP,31DEC2019,2019,87802.0,42560.0,45242.0,43938.0,8010.0,11
STBA,S & T BANCORP INC,31DEC2019,2019,8764.649,7572.651,1191.998,373.042,98.234,14
GCI,GANNETT CO INC,31DEC2019,2019,4020.102,3036.896,981.356,1867.909,-119.842,11
TPCO,TRIBUNE PUBLISHING CO,31DEC2019,2019,682.278,333.951,284.826,983.149,-5.069,14
LE,LANDS' END INC,31JAN2020,2019,1113.629,765.247,348.382,1450.201,19.29,14
CTRE,CARETRUST REIT INC,31DEC2019,2019,1518.861,591.27,927.591,163.401,46.359,14
CBAY,CYMABAY THERAPEUTICS INC,31DEC2019,2019,205.727,19.379,186.348,0.0,-102.808,14
HEAR,TURTLE BEACH CORP,31DEC2019,2019,131.351,67.964,63.387,234.663,17.944,14
RAND,RAND CAPITAL CORP,31DEC2019,2019,64.791,11.162,53.629,2.338,-2.29,14
LC,LENDINGCLUB CORP,31DEC2019,2019,2982.341,2082.154,900.187,1150.184,-30.745,11
SABR,SABRE CORP,31DEC2019,2019,5689.957,4742.288,947.669,3974.988,158.592,14
TM,TOYOTA MOTOR CORP,31MAR2020,2019,489584.0,292174.0,197410.0,278153.0,19295.0,11
OXBR,OXBRIDGE RE HOLDINGS LTD,31DEC2019,2019,9.495,1.452,8.043,0.981,-0.305,14
AUB,ATLANTIC UNION BANKSHRS CRP,31DEC2019,2019,17562.99,15049.888,2513.102,832.147,193.528,14
NLTX,NEOLEUKIN THERAPEUTICS INC,31DEC2019,2019,147.023,5.336,141.687,0.0,-69.442,14
RESN,RESONANT INC,31DEC2019,2019,18.147,8.391,9.756,0.735,-29.928,14
PCTY,PAYLOCITY HOLDING CORP,30JUN2019,2019,1803.941,1495.977,307.964,447.752,53.823,14
JD,JD.COM INC,31DEC2019,2019,37300.534,22849.263,12158.526,82850.538,1749.842,14
QUOT,QUOTIENT TECHNOLOGY INC,31DEC2019,2019,591.938,306.716,285.222,436.16,-37.057,11
ICMB,INVESTCORP CRDT MNGMT BDC,30JUN2019,2019,336.948,193.864,143.084,34.398,-14.542,14
MGNI,MAGNITE INC,31DEC2019,2019,395.12,283.184,111.936,156.414,-25.478,14
HEPA,HEPION PHARMACEUTICALS INC,31DEC2019,2019,20.433,4.247,16.182,0.0,-6.719,14
GLMD,GALMED PHARMACEUTICALS LTD,31DEC2019,2019,77.139,7.286,69.853,0.0,-20.461,14
CSLT,CASTLIGHT HEALTH INC,31DEC2019,2019,242.784,69.91,172.874,143.308,-40.002,11
EGRX,EAGLE PHARMACEUTICALS INC,31DEC2019,2019,254.554,75.38,179.174,195.892,14.313,14
CPLG,COREPOINT LODGING INC,31DEC2019,2019,2109.0,1057.0,1052.0,812.0,-212.0,11
RMNI,RIMINI STREET INC,31DEC2019,2019,201.22,292.497,-91.277,281.052,17.529,14
FCBP,FIRST CHOICE BANCORP,31DEC2019,2019,1690.324,1428.519,261.805,98.054,27.848,14
UVSP,UNIVEST FINANCIAL CORP,31DEC2019,2019,5380.924,4705.802,675.122,279.515,65.719,14
AU,ANGLOGOLD ASHANTI LTD,31DEC2019,2019,6863.0,4187.0,2676.0,3525.0,-12.0,11
ARAV,ARAVIVE INC,31DEC2019,2019,82.121,13.072,69.049,4.753,-18.218,14
ATEN,A10 NETWORKS INC,31DEC2019,2019,274.053,165.266,108.787,212.628,-17.819,11
CIO,CITY OFFICE REIT INC,31DEC2019,2019,1228.474,679.342,549.132,156.297,1.798,11
VRTV,VERITIV CORP,31DEC2019,2019,2511.1,1974.9,536.2,7659.4,-29.5,11
AKBA,AKEBIA THERAPEUTICS INC,31DEC2019,2019,771.201,376.444,394.757,335.001,-279.659,14
WASH,WASHINGTON TR BANCORP INC,31DEC2019,2019,5292.659,4789.167,503.492,264.743,69.118,14
QTWO,Q2 HOLDINGS INC,31DEC2019,2019,1009.434,630.022,379.412,315.484,-70.877,11
TWOU,2U INC,31DEC2019,2019,1186.83,475.58,711.25,574.671,-235.222,14
GRUB,GRUBHUB INC,31DEC2019,2019,2374.978,881.408,1493.57,1312.151,-18.566,11
FIVN,FIVE9 INC,31DEC2019,2019,482.38,285.922,196.458,328.006,-4.552,14
TPVG,TRIPLEPOINT VENTURE GWTH BDC,31DEC2019,2019,684.148,351.642,332.506,73.387,31.758,11
MC,MOELIS & CO,31DEC2019,2019,1071.699,677.872,393.827,746.534,105.095,11
ENLC,ENLINK MIDSTREAM LLC,31DEC2019,2019,9335.8,5524.5,3806.1,6052.9,-1119.3,11
CMCT,CIM COMMERICAL TRUST,31DEC2019,2019,667.592,352.556,315.036,139.989,345.673,14
AGTC,APPLIED GENETIC TECHNOLOGIES,30JUN2019,2019,92.216,13.507,78.709,41.692,-2.006,14
TSLX,SIXTH STREET SPECIALTY LENDI,31DEC2019,2019,2280.931,1161.634,1119.297,251.495,154.583,11
WATT,ENERGOUS CORP,31DEC2019,2019,24.884,5.871,19.013,0.2,-38.399,14
MDWD,MEDIWOUND LTD,31DEC2019,2019,40.59,25.421,15.169,31.789,4.955,14
MEDP,MEDPACE HOLDINGS INC,31DEC2019,2019,1143.071,416.788,726.283,860.969,100.443,14
WB,WEIBO CORP,31DEC2019,2019,4804.186,2522.367,2281.819,1766.914,494.675,14
LEJU,LEJU HOLDINGS LTD  -ADR,31DEC2019,2019,524.48,272.121,252.359,692.605,11.522,11
AGRX,AGILE THERAPEUTICS INC,31DEC2019,2019,49.54,3.795,45.745,0.0,-18.606,14
TMST,TIMKENSTEEL CORP,31DEC2019,2019,1085.2,522.1,563.1,1208.8,-110.0,11
ALDX,ALDEYRA THERAPEUTICS INC,31DEC2019,2019,75.518,27.436,48.082,0.0,-60.827,14
CVBF,CVB FINANCIAL CORP,31DEC2019,2019,11282.45,9288.352,1994.098,506.431,207.827,14
CVEO,CIVEO CORP,31DEC2019,2019,969.912,479.107,490.805,527.555,-58.491,11
CSWC,CAPITAL SOUTHWEST CORP,31MAR2020,2019,584.959,312.737,272.222,62.039,-22.351,14
SCYX,SCYNEXIS INC,31DEC2019,2019,57.153,44.258,12.895,0.121,-53.71,14
TEDU,TARENA INTL INC  -ADR,31DEC2019,2019,360.767,418.654,-57.887,294.608,-148.799,14
ADMS,ADAMAS PHARMACEUTICALS INC,31DEC2019,2019,162.158,163.051,-0.893,54.637,-105.186,14
BGSF,BG STAFFING INC,31DEC2019,2019,115.586,47.129,68.457,294.314,13.247,11
IHG,INTERCONTINENTAL HOTELS GRP,31DEC2019,2019,3976.0,5441.0,-1465.0,4627.0,385.0,11
BOX,BOX INC,31JAN2020,2019,959.991,937.634,22.357,696.264,-144.348,11
SERV,SERVICEMASTER GLOBAL HLDGS,31DEC2019,2019,5323.0,3001.0,2322.0,2077.0,128.0,11
FSK,FS KKR CAPITAL CORP,31DEC2019,2019,8216.0,4350.0,3866.0,779.0,246.0,11
CCBG,CAPITAL CITY BK GROUP INC,31DEC2019,2019,3088.953,2761.937,327.016,165.889,30.807,14
PAHC,PHIBRO ANIMAL HEALTH CORP,30JUN2019,2019,726.671,510.656,216.015,827.995,54.713,14
PAYC,PAYCOM SOFTWARE INC,31DEC2019,2019,2486.917,1960.289,526.628,737.671,180.576,11
WMS,ADVANCED DRAINAGE SYSTEMS,31MAR2020,2019,2369.888,1585.306,784.582,1673.805,-193.174,11
CMCM,CHEETAH MOBILE INC  -ADR,31DEC2019,2019,1007.0,289.702,717.298,515.251,-45.092,11
MTLS,MATERIALISE NV  -ADR,31DEC2019,2019,391.972,231.864,160.108,220.71,1.847,14
AY,ATLANTICA SUSTAINABLE INFRA,31DEC2019,2019,9659.815,7944.959,1714.856,1105.226,62.135,14
QTNT,QUOTIENT LTD,31MAR2020,2019,226.463,211.565,14.898,32.656,-102.773,14
MTBC,MTBC INC,31DEC2019,2019,56.403,13.565,42.838,64.439,-0.872,14
SDPI,SUPERIOR DRILLING PRODUCTS,31DEC2019,2019,16.761,9.658,7.103,18.997,-0.936,12
TOUR,TUNIU CORP  -ADR,31DEC2019,2019,947.382,552.603,389.435,327.587,-99.751,14
GLOP,GASLOG PARTNERS LP,31DEC2019,2019,2396.944,1430.973,965.971,378.687,-34.769,11
SMG,SCOTTS MIRACLE-GRO CO,30SEP2019,2019,3028.7,2305.5,723.2,3156.0,460.7,11
ICON,ICONIX BRAND GROUP INC,31DEC2019,2019,506.06,727.958,-256.359,148.984,-111.513,14
NERV,MINERVA NEUROSCIENCES INC,31DEC2019,2019,77.499,49.719,27.78,0.0,-72.183,14
CTLT,CATALENT INC,30JUN2019,2019,6184.0,3895.8,2288.2,2518.0,137.4,11
ZEN,ZENDESK INC,31DEC2019,2019,1514.589,1056.605,457.984,816.416,-169.653,11
KEYS,KEYSIGHT TECHNOLOGIES INC,31OCT2019,2019,6623.0,3619.0,3004.0,4303.0,621.0,11
TBPH,THERAVANCE BIOPHARMA INC,31DEC2019,2019,408.826,632.666,-223.84,73.414,-236.455,14
DNOW,NOW INC,31DEC2019,2019,1591.0,447.0,1144.0,2951.0,-97.0,11
OPB,OPUS BANK,31DEC2019,2019,7992.4,6893.253,1099.147,326.13,61.834,14
PE,PARSLEY ENERGY INC,31DEC2019,2019,9856.214,3333.566,6522.648,1958.814,175.212,11
LOB,LIVE OAK BANCSHARES INC,31DEC2019,2019,4814.97,4282.584,532.386,295.86,18.034,14
MOBL,MOBILEIRON INC,31DEC2019,2019,212.43,176.432,35.998,205.236,-48.846,14
PRMW,PRIMO WATER CORP,31DEC2019,2019,3390.9,2224.7,1166.2,2394.5,2.9,11
WPG,WASHINGTON PRIME GROUP INC,31DEC2019,2019,4250.979,3341.139,906.575,667.523,4.274,11
ARES,ARES MANAGEMENT CORP,31DEC2019,2019,12014.196,10155.598,1240.578,1765.438,148.884,11
OEC,ORION ENGINEERED CARBONS SA,31DEC2019,2019,1257.394,1071.381,186.013,1476.353,86.92,11
HRTG,HERITAGE INSURANCE HOLDINGS,31DEC2019,2019,1939.67,1490.871,448.799,511.305,28.636,11
CZR.3,CAESARS ENTERTAINMENT CORP,31DEC2019,2019,25345.0,23134.0,2211.0,8742.0,-1195.0,14
SLM,SLM CORP,31DEC2019,2019,32686.479,29374.643,3311.836,2362.134,578.276,14
GWGH,GWG HOLDINGS INC,31DEC2019,2019,3635.206,1764.725,600.827,92.276,108.109,14
WLKP,WESTLAKE CHEMICAL PRTNRS LP,31DEC2019,2019,1393.456,441.321,952.135,1091.871,60.981,11
GSS,GOLDEN STAR RESOURCES LTD,31DEC2019,2019,374.06,406.183,-32.123,264.737,-67.434,12
ATTO,ATENTO SA,31DEC2019,2019,1304.611,1097.591,207.02,1722.302,-81.306,11
RYAM,RAYONIER ADVANCED MATERIALS,31DEC2019,2019,2480.147,1797.349,682.798,1775.392,-22.45,11
MR,MONTAGE RESOURCES CORP,31DEC2019,2019,1951.177,954.091,997.086,634.441,31.762,11
LMB,LIMBACH HOLDINGS INC,31DEC2019,2019,261.617,214.747,46.87,553.334,-1.775,14
BABA,ALIBABA GROUP HLDG,31MAR2020,2019,185397.277,61188.012,122923.893,71972.666,21076.367,11
VNOM,VIPER ENERGY PARTNERS LP,31DEC2019,2019,2785.626,600.206,2185.42,298.283,46.281,14
PBFX,PBF LOGISTICS LP,31DEC2019,2019,973.002,867.919,105.083,340.212,100.288,11
TRUE,TRUECAR INC,31DEC2019,2019,421.687,94.416,327.271,353.88,-54.89,14
COG,CABOT OIL & GAS CORP,31DEC2019,2019,4487.245,2335.758,2151.487,2066.277,681.07,11
NAOV,NANOVIBRONIX INC,31DEC2019,2019,2.036,0.688,1.348,0.53,-5.794,14
MRNS,MARINUS PHARMACEUTICALS INC,31DEC2019,2019,98.842,11.073,87.769,0.0,-54.121,14
MDCA,MDC PARTNERS INC,31DEC2019,2019,1908.048,2050.463,-184.359,1415.803,-4.69,14
NG,NOVAGOLD RESOURCES LTD,30NOV2019,2019,245.835,107.881,137.954,0.0,-27.761,12
DMTK,DERMTECH INC,31DEC2019,2019,18.211,5.722,12.489,3.364,-19.689,14
ISTR,INVESTAR HOLDING CORP,31DEC2019,2019,2148.916,1906.94,241.976,95.659,16.839,14
GPRO,GOPRO INC,31DEC2019,2019,792.803,559.274,233.529,1194.651,-14.642,14
ARDX,ARDELYX INC,31DEC2019,2019,259.782,73.127,186.655,5.281,-94.94,14
SNDX,SYNDAX PHARMACEUTICALS INC,31DEC2019,2019,63.525,31.925,31.6,1.517,-56.047,14
NEP,NEXTERA ENERGY PARTNERS LP,31DEC2019,2019,12256.0,5190.0,7066.0,855.0,-71.0,11
AMPH,AMPHASTAR PHARMACEUTICLS INC,31DEC2019,2019,586.971,159.443,427.528,322.357,48.939,14
VEC,VECTRUS INC,31DEC2019,2019,636.484,375.103,261.381,1382.642,34.716,11
PAAS,PAN AMERICAN SILVER CORP,31DEC2019,2019,3461.682,993.836,2467.846,1351.668,110.738,14
FFWM,FIRST FOUNDATION INC,31DEC2019,2019,6314.436,5700.567,613.869,290.536,56.239,14
SYF,SYNCHRONY FINANCIAL,31DEC2019,2019,104826.0,89738.0,15088.0,19461.0,3747.0,11
KE,KIMBALL ELECTRONICS INC,30JUN2019,2019,764.111,394.257,369.854,1181.844,31.558,14
DOOR,MASONITE INTERNATIONAL CORP,31DEC2019,2019,1936.584,1299.722,636.862,2176.683,44.602,11
LTRPA,LIBERTY TRIPADVISOR HOLDINGS,31DEC2019,2019,4726.0,1425.0,3301.0,1560.0,-22.0,14
RLMD,RELMADA THERAPEUTICS INC,30JUN2019,2019,10.22,2.607,7.613,0.0,-17.318,14
TERP,TERRAFORM POWER INC,31DEC2019,2019,10058.636,7427.844,2607.908,941.24,-148.684,14
SPKE,SPARK ENERGY INC,31DEC2019,2019,422.968,265.667,157.301,813.725,8.45,14
ANET,ARISTA NETWORKS INC,31DEC2019,2019,4185.29,1290.604,2894.686,2410.706,859.867,11
MTNB,MATINAS BIOPHARMA HLDGS INC,31DEC2019,2019,40.24,7.188,33.052,0.09,-17.373,12
CSCO,CISCO SYSTEMS INC,31JUL2019,2019,97793.0,64222.0,33571.0,51904.0,11621.0,14
BXMT,BLACKSTONE MORTGAGE TR INC,31DEC2019,2019,16551.871,12767.19,3784.681,882.679,305.567,11
PFNX,PFENEX INC,31DEC2019,2019,84.887,12.588,72.299,50.326,1.058,12
HQY,HEALTHEQUITY INC,31JAN2020,2019,2565.181,1534.886,1030.295,531.993,39.664,14
SLNO,SOLENO THERAPEUTICS INC,31DEC2019,2019,38.172,23.225,14.947,0.0,-30.774,14
HOLX,HOLOGIC INC,30SEP2019,2019,6442.1,4326.4,2115.7,3367.3,-203.6,14
TRUP,TRUPANION INC,31DEC2019,2019,257.2,120.44,136.76,383.936,-1.809,14
SAGE,SAGE THERAPEUTICS INC,31DEC2019,2019,1084.15,139.495,944.655,6.868,-680.238,14
SHLX,SHELL MIDSTREAM PARTNERS LP,31DEC2019,2019,2019.0,2768.0,-749.0,503.0,528.0,11
IRMD,IRADIMED CORP,31DEC2019,2019,66.729,11.205,55.524,38.517,9.631,14
PLYM,PLYMOUTH INDL REIT INC,31DEC2019,2019,685.481,442.056,243.425,75.29,-10.42,11
CNNE,CANNAE HOLDINGS INC,31DEC2019,2019,2092.2,562.4,1529.8,1070.0,77.3,11
ATEX,ANTERIX INC,31MAR2020,2019,267.397,22.331,245.066,1.564,-37.638,14
HSDT,HELIUS MEDICAL TECHNOLOGIES,31DEC2019,2019,10.347,4.512,5.835,1.496,-9.781,14
CYBR,CYBERARK SOFTWARE LTD,31DEC2019,2019,1405.166,781.034,624.132,433.895,63.064,14
ZSAN,ZOSANO PHARMA CORP,31DEC2019,2019,37.67,28.278,9.392,0.0,-37.589,14
LNTH,LANTHEUS HOLDINGS INC,31DEC2019,2019,405.919,291.318,114.601,347.337,31.667,14
XENT,INTERSECT ENT INC,31DEC2019,2019,147.902,29.844,118.058,109.142,-42.994,14
ATRA,ATARA BIOTHERAPEUTICS INC,31DEC2019,2019,342.942,52.161,290.781,0.0,-290.976,14
OCUL,OCULAR THERAPEUTIX INC,31DEC2019,2019,78.74,82.37,-3.63,4.227,-86.372,14
BSIG,BRIGHTSPHERE INVEST GRP INC,31DEC2019,2019,1419.7,1221.3,114.5,819.5,223.9,11
ADVM,ADVERUM BIOTECHNOLOGIES,31DEC2019,2019,222.727,47.77,174.957,0.25,-64.486,14
VKTX,VIKING THERAPEUTICS INC,31DEC2019,2019,284.256,7.137,277.119,0.0,-25.779,14
TTOO,T2 BIOSYSTEMS INC,31DEC2019,2019,28.486,62.491,-34.005,8.335,-59.006,14
RMBL,RUMBLEON INC,31DEC2019,2019,113.393,100.505,12.888,840.63,-45.177,14
AKTS,AKOUSTIS TECHNOLOGIES INC,30JUN2019,2019,47.949,21.994,25.955,1.443,-29.248,14
HMLP,HOEGH LNG PARTNERS LP,31DEC2019,2019,1012.8,511.29,501.51,145.321,52.741,11
RWLK,REWALK ROBOTICS LTD,31DEC2019,2019,24.372,13.592,10.78,4.873,-15.551,14
AXDX,ACCELERATE DIAGNOSTICS INC,31DEC2019,2019,134.424,141.803,-7.379,9.297,-84.305,14
LOCO,EL POLLO LOCO HOLDINGS INC,31DEC2019,2019,624.752,379.186,245.566,442.33,24.9,14
OTIC,OTONOMY INC,31DEC2019,2019,83.018,42.785,40.233,0.6,-44.675,14
ICD,INDEPENDENCE CONTRACT DRLLNG,31DEC2019,2019,517.001,185.405,331.596,203.602,-60.788,11
NBEV,NEWAGE INC,31DEC2019,2019,251.13,158.855,92.275,253.708,-89.835,14
EARS,AURIS MEDICAL HOLDING LTD,31DEC2019,2019,9.526,3.294,6.232,0.0,-6.848,14
VBLT,VASCULAR BIOGENICS LTD,31DEC2019,2019,48.621,12.781,35.84,0.562,-19.457,14
CFRX,CONTRAFECT CORP,31DEC2019,2019,35.009,19.464,15.545,0.0,-12.794,14
LBRDK,LIBERTY BROADBAND CORP,31DEC2019,2019,12256.342,1588.396,10667.946,14.859,117.216,14
NTN,NTN BUZZTIME INC,31DEC2019,2019,14.125,9.034,5.091,19.806,-2.047,12
TTI,TETRA TECHNOLOGIES INC/DE,31DEC2019,2019,1271.922,1109.096,162.826,1037.933,-147.413,11
VICR,VICOR CORP,31DEC2019,2019,240.727,34.857,205.87,262.977,14.098,14
CGA,CHINA GREEN AGRICULTURE INC,30JUN2019,2019,481.0,84.445,396.555,294.321,11.59,11
SNBP,SUN BIOPHARMA INC,31DEC2019,2019,3.144,1.759,1.385,0.0,-6.2,14
EYEG,EYEGATE PHARMACEUTICALS INC,31DEC2019,2019,10.113,3.491,6.622,2.686,-7.097,14
AVNS,AVANOS MEDICAL INC,31DEC2019,2019,1799.6,534.4,1265.2,697.6,-45.9,11
EYES,SECOND SIGHT MEDICAL PRODS,31DEC2019,2019,16.599,9.324,7.275,3.379,-33.592,14
LSTR,LANDSTAR SYSTEM INC,31DEC2019,2019,1427.711,706.242,721.469,4089.618,227.72,14
FWP,FORWARD PHARMA A/S  -ADR,31DEC2019,2019,78.165,0.596,77.569,0.0,-4.221,14
KMPR,KEMPER CORP/DE,31DEC2019,2019,12989.1,9016.8,3972.3,5038.2,531.1,11
UNVR,UNIVAR SOLUTIONS INC,31DEC2019,2019,6494.8,4762.0,1732.8,9286.9,-100.2,11
VYNE,VYNE THERAPEUTICS INC,31DEC2019,2019,81.159,63.584,17.575,0.443,-95.178,14
PRQR,PROQR THERAPEUTICS NV,31DEC2019,2019,131.896,26.598,105.298,2.169,-63.381,14
W,WAYFAIR INC,31DEC2019,2019,2953.048,3897.256,-944.208,9127.057,-984.584,11
AAON,AAON INC,31DEC2019,2019,371.424,81.284,290.14,469.333,53.711,14
MDLY,MEDLEY MANAGEMENT INC,31DEC2019,2019,48.796,167.629,-118.085,48.841,-3.531,11
CREX,CREATIVE REALITIES INC,31DEC2019,2019,33.976,15.468,18.508,31.598,1.038,14
CIVB,CIVISTA BANCSHARES INC,31DEC2019,2019,2309.557,1979.431,330.126,120.497,33.878,14
RYTM,RHYTHM PHARMACEUTICLS,31DEC2019,2019,308.523,27.503,281.02,0.0,-140.729,14
PGRE,PARAMOUNT GROUP INC,31DEC2019,2019,8734.135,4103.173,4630.962,769.615,-36.899,11
GWB,GREAT WESTERN BANCORP INC,30SEP2019,2019,12788.301,10888.052,1900.249,603.649,167.365,11
VSLR,VIVINT SOLAR INC,31DEC2019,2019,2799.39,2406.79,277.216,341.041,-102.175,11
CALA,CALITHERA BIOSCIENCES INC,31DEC2019,2019,168.768,26.342,142.426,0.0,-89.86,14
USDP,USD PARTNERS LP,31DEC2019,2019,289.566,248.51,41.056,113.656,6.516,11
STOR,STORE CAPITAL CORP,31DEC2019,2019,8296.526,3811.141,4485.385,665.714,284.975,11
VBTX,VERITEX HOLDINGS INC,31DEC2019,2019,7954.937,6764.14,1190.797,408.866,90.739,14
AFMD,AFFIMED NV,31DEC2019,2019,126.087,82.696,43.391,24.005,-36.319,14
CNXM,CNX MIDSTREAM PARTNERS LP,31DEC2019,2019,1234.602,777.989,456.613,305.797,174.311,11
PRAH,PRA HEALTH SCIENCES INC,31DEC2019,2019,3544.43,2454.439,1089.991,3066.262,243.02,14
NVEC,NVE CORP,31MAR2020,2019,79.498,1.503,77.995,25.412,14.527,14
XENE,XENON PHARMACEUTICALS INC,31DEC2019,2019,147.697,55.72,91.977,6.829,-41.595,14
CDK,CDK GLOBAL INC,30JUN2019,2019,2999.0,3713.5,-714.5,1914.8,124.0,14
MMSI,MERIT MEDICAL SYSTEMS INC,31DEC2019,2019,1757.321,807.377,949.944,994.852,5.451,14
FRPT,FRESHPET INC,31DEC2019,2019,236.126,104.861,131.265,245.862,-1.383,14
VCTR,VICTORY CPTL HLDGS INC,31DEC2019,2019,1753.309,1215.438,537.871,612.373,92.491,14
CTXR,CITIUS PHARMACEUTICALS INC,30SEP2019,2019,28.986,4.607,24.379,0.0,-15.562,14
CZR,CAESARS ENTERTAINMENT INC,31DEC2019,2019,5640.553,4523.296,1117.257,2528.249,81.001,14
SKYS,SKY SOLAR HLDGS LTD -ADR,31DEC2019,2019,405.354,368.291,37.063,49.35,-42.061,14
TBK,TRIUMPH BANCORP INC,31DEC2019,2019,5060.297,4423.707,636.59,342.722,58.544,14
BSGM,BIOSIG TECHNOLOGIES INC,31DEC2019,2019,14.217,2.341,11.876,0.0,-34.055,14
CFG,CITIZENS FINANCIAL GROUP INC,31DEC2019,2019,165733.0,143532.0,22201.0,8066.0,1791.0,11
HESM,HESS MIDSTREAM LP,31DEC2019,2019,3277.7,1945.6,1332.1,848.3,70.1,11
TUSK,MAMMOTH ENERGY SERVICES INC,31DEC2019,2019,952.385,283.644,668.741,625.012,-79.044,14
VIVE,VIVEVE MEDICAL INC,31DEC2019,2019,26.977,10.456,16.521,6.567,-42.526,14
CHRS,COHERUS BIOSCIENCES INC,31DEC2019,2019,408.927,303.713,105.214,356.071,89.833,14
HUBS,HUBSPOT INC,31DEC2019,2019,1569.268,919.31,649.958,674.86,-53.746,11
BOOT,BOOT BARN HOLDINGS INC,31MAR2020,2019,924.711,603.018,321.693,845.575,47.949,11
FGEN,FIBROGEN INC,31DEC2019,2019,857.397,321.991,535.406,256.577,-76.97,14
PANL,PANGAEA LOGISTICS SOLUTIONS,31DEC2019,2019,479.903,236.831,243.072,412.198,11.658,14
NVRO,NEVRO CORP,31DEC2019,2019,469.645,253.293,216.352,390.255,-103.686,11
CCRC,CHINA CUSTOMER RELATNS  CTRS,31DEC2019,2019,98.563,33.113,65.45,173.409,13.056,14
PYPD,POLYPID LTD,31DEC2019,2019,33.752,15.071,18.681,0.0,-6.905,14
VERB,VERB TECHNOLOGY CO INC,31DEC2019,2019,28.359,16.914,11.445,9.1,-15.918,14
WK,WORKIVA INC,31DEC2019,2019,646.396,581.053,65.343,297.891,-48.134,11
SNR,NEW SENIOR INVESTMENT GROUP,31DEC2019,2019,2194.709,1917.808,276.901,345.903,2.014,11
CRBP,CORBUS PHARMACEUTICALS HLDGS,31DEC2019,2019,49.143,42.985,6.158,36.144,-71.454,14
SIEN,SIENTRA INC,31DEC2019,2019,204.404,122.522,81.882,83.699,-106.818,14
SYNH,SYNEOS HEALTH INC,31DEC2019,2019,7453.795,4424.141,3029.654,4675.815,131.258,14
UPLD,UPLAND SOFTWARE INC,31DEC2019,2019,898.067,685.206,212.861,222.637,-45.371,14
GRBK,GREEN BRICK PARTNERS INC,31DEC2019,2019,875.539,325.533,536.395,791.66,58.656,14
MCF,CONTANGO OIL & GAS CO,31DEC2019,2019,353.826,237.786,116.04,76.512,-159.796,12
JYNT,JOINT CORP (THE),31DEC2019,2019,43.706,37.985,5.721,48.451,3.324,14
IBOC,INTL BANCSHARES CORP,31DEC2019,2019,12112.894,9994.841,2118.053,647.227,205.104,14
NMRD,NEMAURA MEDICAL INC,31MAR2020,2019,1.22,2.533,-1.313,0.0,-4.16,14
AINC,ASHFORD INC,31DEC2019,2019,782.5,262.285,516.084,291.25,-13.855,12
LMRK,LANDMARK INFRAST PRTNS LP,31DEC2019,2019,855.605,486.281,369.324,60.172,21.575,14
AXTA,AXALTA COATING SYSTEMS LTD,31DEC2019,2019,6818.0,5408.4,1409.6,4482.2,249.0,11
TANH,TANTECH HOLDINGS LTD,31DEC2019,2019,115.451,20.919,94.532,49.231,-6.357,14
