tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg,sic
PWFL,POWERFLEET INC,31DEC2018,2018,57.803,26.269,31.534,53.064,-5.812,14.0,3812.0
CYRN,CYREN LTD,31DEC2018,2018,60.027,28.167,31.86,35.9,-19.414,14.0,7370.0
ECPG,ENCORE CAPITAL GROUP INC,31DEC2018,2018,4631.875,3812.187,819.688,1362.03,115.886,14.0,6153.0
SALM,SALEM MEDIA GROUP INC,31DEC2018,2018,559.028,337.159,221.869,262.783,-3.192,14.0,4832.0
EGOV,NIC INC,31DEC2018,2018,310.526,98.837,211.689,344.9,58.269,14.0,7370.0
JCOM,J2 GLOBAL INC,31DEC2018,2018,2560.83,1525.086,1035.744,1207.295,128.687,14.0,7370.0
VHC,VIRNETX HOLDING CORP,31DEC2018,2018,11.751,1.863,9.888,0.063,-25.406,11.0,7372.0
HOFT,HOOKER FURNITURE CORP,31JAN2019,2018,369.716,106.54,263.176,683.501,39.873,14.0,2510.0
GMOL,GENERAL MOLY INC,31DEC2018,2018,329.494,56.956,100.277,0.0,-10.744,12.0,1000.0
BMRN,BIOMARIN PHARMACEUTICAL INC,31DEC2018,2018,4427.128,1459.188,2967.94,1491.212,-77.211,14.0,2836.0
LII,LENNOX INTERNATIONAL INC,31DEC2018,2018,1817.2,1966.8,-149.6,3883.9,359.0,11.0,3585.0
PRFT,PERFICIENT INC,31DEC2018,2018,570.544,216.86,353.684,498.375,24.559,14.0,7370.0
FLWS,1-800-FLOWERS.COM,30JUN2018,2018,570.889,255.985,314.904,1151.921,40.791,14.0,5961.0
PCOM,POINTS INTERNATIONAL LTD,31DEC2018,2018,122.54,81.53,41.01,376.245,7.792,14.0,7370.0
NTCT,NETSCOUT SYSTEMS INC,31MAR2019,2018,3269.994,1204.561,2065.433,909.918,-73.324,14.0,7373.0
ARLP,ALLIANCE RESOURCE PTNRS  -LP,31DEC2018,2018,2394.748,1207.061,1187.687,2002.857,366.604,14.0,1220.0
PTE,POLARITYTE INC,31OCT2018,2018,87.842,6.18,81.662,1.563,-65.441,14.0,2836.0
AGI,ALAMOS GOLD INC,31DEC2018,2018,3265.2,662.9,2602.3,651.8,-72.6,11.0,1040.0
SWKH,SWK HOLDINGS CORP,31DEC2018,2018,215.662,2.605,213.057,25.99,6.195,14.0,6159.0
EGAN,EGAIN CORP,30JUN2018,2018,39.622,48.335,-8.713,61.307,-1.991,14.0,7370.0
DHC,DIVERSIFIED HEALTHCARE TRUST,31DEC2018,2018,7160.426,3980.556,3179.87,1121.248,286.872,14.0,6798.0
BLK,BLACKROCK INC,31DEC2018,2018,159573.0,126033.0,32433.0,14198.0,4305.0,11.0,6282.0
UGP,ULTRAPAR PARTICIPACOES SA,31DEC2018,2018,7878.289,5346.847,2531.442,23428.168,297.165,11.0,5172.0
CIR,CIRCOR INTL INC,31DEC2018,2018,1791.612,1262.619,528.993,1175.825,-39.384,11.0,3490.0
PCTI,PCTEL INC,31DEC2018,2018,81.871,12.265,69.606,82.979,-12.889,14.0,3663.0
RDWR,RADWARE LTD,31DEC2018,2018,532.721,168.764,363.957,234.404,11.735,14.0,3576.0
CIZN,CITIZENS HOLDING CO,31DEC2018,2018,958.63,874.764,83.866,39.959,6.673,14.0,6020.0
SIFY,SIFY TECHNOLOGIES LTD -ADR,31MAR2019,2018,432.083,276.507,155.576,310.996,15.425,14.0,4813.0
WWE,WORLD WRESTLING ENTMT INC,31DEC2018,2018,700.299,384.062,316.237,930.16,99.588,11.0,7812.0
BSQR,BSQUARE CORP,31DEC2018,2018,31.994,13.653,18.341,73.414,-13.737,14.0,5045.0
PTNR,PARTNER COMMUNICATIONS CO,31DEC2018,2018,1063.889,687.675,376.214,872.036,15.252,14.0,4812.0
SFST,SOUTHERN FIRST BANKSHARES,31DEC2018,2018,1900.614,1726.698,173.916,86.858,22.289,14.0,6020.0
AKAM,AKAMAI TECHNOLOGIES INC,31DEC2018,2018,5461.77,2269.91,3191.86,2714.474,298.373,14.0,7370.0
GAIA,GAIA INC,31DEC2018,2018,107.151,25.686,81.465,43.843,-33.793,14.0,7370.0
PLUG,PLUG POWER INC,31DEC2018,2018,390.326,355.97,34.356,174.632,-78.115,14.0,3674.0
NEO,NEOGENOMICS INC,31DEC2018,2018,505.015,184.572,320.443,276.741,2.64,14.0,8071.0
CLCT,COLLECTORS UNIVERSE INC,30JUN2018,2018,32.214,17.946,14.268,68.449,6.236,14.0,7389.0
FSI,FLEXIBLE SOLUTIONS INTL INC,31DEC2018,2018,31.196,11.674,19.522,17.83,2.49,12.0,2810.0
IDN,INTELLICHECK INC,31DEC2018,2018,14.461,1.541,12.92,4.433,-3.964,14.0,3579.0
PZG,PARAMOUNT GOLD NEVADA CORP,30JUN2018,2018,51.197,2.001,49.196,0.0,-6.068,12.0,1040.0
KTOS,KRATOS DEFENSE & SECURITY,31DEC2018,2018,1010.1,490.8,519.3,618.0,-3.5,14.0,7370.0
CHTR,CHARTER COMMUNICATIONS INC,31DEC2018,2018,146130.0,101858.0,44272.0,43634.0,1230.0,14.0,4841.0
EXPE,EXPEDIA GROUP INC,31DEC2018,2018,18033.0,12352.0,5651.0,11223.0,406.0,14.0,4700.0
IMMR,IMMERSION CORP,31DEC2018,2018,145.995,46.335,99.66,110.979,54.343,14.0,7372.0
ONTO,ONTO INNOVATION INC,31DEC2018,2018,418.04,56.152,361.888,273.784,45.096,11.0,3823.0
A,AGILENT TECHNOLOGIES INC,31OCT2018,2018,8541.0,3970.0,4571.0,4914.0,316.0,11.0,3826.0
ALSK,ALASKA COMMUNICATIONS SYS GP,31DEC2018,2018,455.185,285.435,169.75,232.468,9.08,14.0,4813.0
PFSW,PFSWEB INC,31DEC2018,2018,177.073,130.49,46.583,326.16,1.228,14.0,7374.0
TDY,TELEDYNE TECHNOLOGIES INC,31DEC2018,2018,3809.3,1579.6,2229.7,2901.8,333.8,11.0,3812.0
BGCP,BGC PARTNERS INC,31DEC2018,2018,3432.757,2544.877,863.174,1937.81,197.52,14.0,6211.0
PKG,PACKAGING CORP OF AMERICA,31DEC2018,2018,6569.7,3897.3,2672.4,7014.6,738.0,11.0,2650.0
ZYXI,ZYNEX INC,31DEC2018,2018,16.184,6.886,9.298,31.917,9.552,14.0,3845.0
AGEN,AGENUS INC,31DEC2018,2018,136.401,271.068,-134.667,36.784,-159.692,14.0,2834.0
BBGI,BEASLEY BROADCAST GROUP INC,31DEC2018,2018,681.085,406.051,275.034,257.495,6.481,14.0,4832.0
GIGM,GIGAMEDIA LTD,31DEC2018,2018,61.445,3.273,58.172,7.101,-3.193,14.0,7370.0
USAS,AMERICAS GOLD & SILVER CORP,31DEC2018,2018,127.155,42.959,84.196,68.354,-10.678,12.0,1000.0
UTSI,UTSTARCOM HOLDINGS CORP,31DEC2018,2018,177.435,75.269,102.166,115.944,4.82,14.0,3663.0
KT,KT CORP,31DEC2018,2018,29170.203,16003.068,13167.135,21051.666,579.891,11.0,4813.0
SLAB,SILICON LABORATORIES INC,31DEC2018,2018,1624.354,557.064,1067.29,868.267,83.591,14.0,3674.0
EW,EDWARDS LIFESCIENCES CORP,31DEC2018,2018,5323.7,2183.3,3140.4,3722.8,722.2,11.0,3842.0
EPC,EDGEWELL PERSONAL CARE CO,30SEP2018,2018,3953.3,2208.7,1744.6,2234.4,103.3,11.0,3420.0
RIGL,RIGEL PHARMACEUTICALS INC,31DEC2018,2018,139.109,29.232,109.877,44.509,-70.48,14.0,2834.0
LMNX,LUMINEX CORP,31DEC2018,2018,525.175,57.519,467.656,315.818,18.508,14.0,2835.0
CAMT,CAMTEK LTD,31DEC2018,2018,141.547,40.14,101.407,123.174,18.731,14.0,3827.0
CCMP,CMC MATERIALS INC,30SEP2018,2018,780.973,114.281,666.692,590.123,110.043,14.0,2890.0
EBMT,EAGLE BANCORP MONTANA INC,31DEC2018,2018,853.903,759.097,94.806,48.162,4.982,14.0,6035.0
HSTM,HEALTHSTREAM INC,31DEC2018,2018,441.948,123.001,318.947,231.616,32.217,14.0,7372.0
MET,METLIFE INC,31DEC2018,2018,687538.0,634580.0,52958.0,67957.0,5123.0,11.0,6311.0
SPRT,SUPPORT.COM INC,31DEC2018,2018,64.6,16.704,47.896,69.549,-9.1,14.0,7370.0
LXRX,LEXICON PHARMACEUTICALS INC,31DEC2018,2018,284.136,310.541,-26.405,63.209,-120.548,14.0,2835.0
LPSN,LIVEPERSON INC,31DEC2018,2018,290.103,119.374,170.729,249.838,-25.032,14.0,7370.0
PTR,PETROCHINA CO LTD,31DEC2018,2018,353638.342,148536.286,205102.056,342198.986,7646.447,11.0,2911.0
SGMO,SANGAMO THERAPEUTICS INC,31DEC2018,2018,590.395,223.138,367.257,84.452,-68.334,14.0,2836.0
EXEL,EXELIXIS INC,31DEC2018,2018,1422.286,134.833,1287.453,853.826,690.07,14.0,2836.0
NVMI,NOVA MEASURING INSTRUMENTS,31DEC2018,2018,333.43,52.69,280.74,251.134,54.375,14.0,3823.0
SINA,SINA CORP,31DEC2018,2018,5886.089,2123.217,3762.872,2108.327,125.562,14.0,7370.0
MAG,MAG SILVER CORP,31DEC2018,2018,217.557,3.676,213.881,0.0,-5.802,12.0,1040.0
ON,ON SEMICONDUCTOR CORP,31DEC2018,2018,7587.6,4393.5,3194.1,5878.3,627.4,14.0,3674.0
PXLW,PIXELWORKS INC,31DEC2018,2018,65.341,20.518,44.823,76.554,-4.621,14.0,3674.0
CEVA,CEVA INC,31DEC2018,2018,277.263,31.384,245.879,77.877,0.574,14.0,6794.0
ISSC,INNOVATIVE SOLTNS & SUPP INC,30SEP2018,2018,37.634,3.48,34.154,13.85,-3.654,14.0,3577.0
RBBN,RIBBON COMMUNICATIONS INC,31DEC2018,2018,957.159,366.861,590.298,577.905,-76.81,14.0,7373.0
NRG,NRG ENERGY INC,31DEC2018,2018,10628.0,11843.0,-1234.0,9478.0,268.0,11.0,4911.0
INSM,INSMED INC,31DEC2018,2018,604.556,396.29,208.266,9.835,-324.277,14.0,2836.0
PACW,PACWEST BANCORP,31DEC2018,2018,25731.354,20905.766,4825.588,1310.305,465.339,14.0,6020.0
VC,VISTEON CORP,31DEC2018,2018,2007.0,1425.0,582.0,2984.0,164.0,14.0,3714.0
BEP,BROOKFIELD RENEWABLE PRTS LP,31DEC2018,2018,34103.0,16897.0,17206.0,2982.0,62.0,11.0,4991.0
ISRG,INTUITIVE SURGICAL INC,31DEC2018,2018,7846.7,1159.2,6687.5,3724.2,1127.9,14.0,3845.0
BOTJ,BANK OF THE JAMES FINANCIAL,31DEC2018,2018,674.897,619.754,55.143,32.206,5.302,14.0,6020.0
CHU,CHINA UNICOM (HONG KONG) LTD,31DEC2018,2018,78559.61,32864.123,45695.487,42291.945,1482.589,11.0,4812.0
CRL,CHARLES RIVER LABS INTL INC,31DEC2018,2018,3855.879,2517.576,1319.778,2266.096,226.373,11.0,8731.0
MVC,MVC CAPITAL INC,31OCT2018,2018,347.078,120.355,226.723,22.885,-10.533,11.0,6797.0
MRVL,MARVELL TECHNOLOGY GROUP LTD,31JAN2019,2018,10016.752,2710.342,7306.41,2865.791,-179.094,14.0,3674.0
BHLB,BERKSHIRE HILLS BANCORP INC,31DEC2018,2018,12212.231,10659.313,1552.918,580.6,105.765,11.0,6020.0
CPST,CAPSTONE TURBINE CORP,31MAR2019,2018,79.963,56.809,23.154,83.412,-16.659,14.0,3510.0
EXFO,EXFO INC,31AUG2018,2018,284.544,106.623,177.921,269.546,-11.902,14.0,3825.0
DLA,DELTA APPAREL INC,30SEP2018,2018,343.609,193.491,150.118,395.45,1.337,12.0,2300.0
MBT,MOBILE TELESYSTEMS PJSC,31DEC2018,2018,13190.675,12073.707,1116.968,6916.416,98.614,11.0,4812.0
NTES,NETEASE INC,31DEC2018,2018,12644.667,5169.7,6691.909,9764.186,894.527,14.0,7370.0
ENTG,ENTEGRIS INC,31DEC2018,2018,2317.641,1305.616,1012.025,1550.497,240.755,14.0,3559.0
ACLS,AXCELIS TECHNOLOGIES INC,31DEC2018,2018,548.441,140.104,408.337,442.575,45.885,14.0,3559.0
MAXR,MAXAR TECHNOLOGIES INC,31DEC2018,2018,5001.0,4357.0,644.0,2141.0,-1264.0,11.0,3663.0
SOHU,SOHU COM LTD,31DEC2018,2018,3298.509,1745.558,1552.951,1883.029,-160.082,14.0,7370.0
TKC,TURKCELL ILETISIM HIZMET,31DEC2018,2018,8085.631,5050.386,3035.245,4025.768,382.123,11.0,4812.0
SAVA,CASSAVA SCIENCES INC,31DEC2018,2018,20.139,0.511,19.628,0.0,-6.557,14.0,2834.0
SMTX,SMTC CORP,31DEC2018,2018,221.226,188.925,32.301,216.131,-0.448,14.0,3672.0
EVC,ENTRAVISION COMMUNICATIONS,31DEC2018,2018,690.409,357.677,332.732,297.815,12.161,11.0,4833.0
GGAL,GRUPO FINANCIERO GALICIA SA,31DEC2018,2018,15131.045,13488.367,1642.678,3567.138,-92.052,14.0,6020.0
ARNA,ARENA PHARMACEUTICALS INC,31DEC2018,2018,686.903,80.645,606.258,17.97,-29.399,14.0,2836.0
ILMN,ILLUMINA INC,31DEC2018,2018,6959.0,3053.0,3845.0,3333.0,826.0,14.0,3826.0
CRIS,CURIS INC,31DEC2018,2018,37.365,41.861,-4.496,10.428,-32.575,14.0,2836.0
LTRX,LANTRONIX INC,30JUN2018,2018,33.855,10.042,23.813,45.58,0.68,14.0,3576.0
BRKR,BRUKER CORP,31DEC2018,2018,2128.6,1200.9,905.1,1895.6,179.7,14.0,3826.0
CRNT,CERAGON NETWORKS LTD,31DEC2018,2018,283.0,123.432,159.568,343.874,23.046,14.0,3663.0
MNDO,MIND CTI LTD,31DEC2018,2018,25.978,4.996,20.982,18.135,5.134,14.0,7372.0
SRGA,SURGALIGN HOLDINGS INC,31DEC2018,2018,361.186,111.336,249.85,280.855,-1.25,14.0,3842.0
EQIX,EQUINIX INC,31DEC2018,2018,20244.638,13025.359,7219.279,5071.654,365.359,14.0,6798.0
CGEN,COMPUGEN LTD,31DEC2018,2018,53.18,15.937,37.243,17.8,-22.599,14.0,2836.0
OIIM,O2MICRO INTERNATIONAL LTD,31DEC2018,2018,89.309,10.263,79.046,62.714,2.088,14.0,3674.0
PNFP,PINNACLE FINL PARTNERS INC,31DEC2018,2018,25031.044,21065.104,3965.94,1147.587,359.44,14.0,6020.0
TURN,180 DEGREE CPTL CORP,31DEC2018,2018,84.053,2.018,82.035,0.686,0.992,14.0,6797.0
MCO,MOODY'S CORP,31DEC2018,2018,9526.2,8869.7,656.5,4442.7,1309.6,11.0,7323.0
MBCN,MIDDLEFIELD BANC CORP,31DEC2018,2018,1248.398,1120.108,128.29,54.085,12.431,14.0,6020.0
TTMI,TTM TECHNOLOGIES INC,31DEC2018,2018,3457.503,2230.416,1227.087,2847.261,173.584,14.0,3672.0
DCTH,DELCATH SYSTEMS INC,31DEC2018,2018,6.844,21.783,-14.939,3.407,-19.222,14.0,3841.0
AWH,ASPIRA WOMENS HEALTH INC,31DEC2018,2018,11.408,4.256,7.152,3.053,-11.371,14.0,2835.0
DRRX,DURECT CORP,31DEC2018,2018,49.999,29.999,20.0,18.564,-25.322,14.0,2834.0
ASR,GRUPO AEROPORTUARIO SURESTE,31DEC2018,2018,2859.014,992.349,1866.665,784.206,253.812,11.0,4581.0
ITGR,INTEGER HOLDINGS CORP,31DEC2018,2018,2326.681,1266.188,1060.493,1215.012,167.964,11.0,3845.0
TPR,TAPESTRY INC,30JUN2018,2018,6678.3,3433.7,3244.6,5880.0,397.5,11.0,3100.0
SLCT,SELECT BANCORP INC,31DEC2018,2018,1258.525,1048.914,209.611,61.536,13.782,14.0,6020.0
CEMI,CHEMBIO DIAGNOSTICS INC,31DEC2018,2018,40.911,7.583,33.328,33.409,-7.866,14.0,2835.0
SNP,CHINA PETROLEUM & CHEM CORP,31DEC2018,2018,231512.985,106977.421,124535.564,420361.814,8958.924,11.0,5500.0
NIHD,NII HOLDINGS INC,31DEC2018,2018,1059.83,1241.399,-181.569,620.697,-143.08,14.0,4812.0
VBFC,VILLAGE BANK AND TRUST FINL,31DEC2018,2018,514.866,477.733,37.133,27.259,3.037,14.0,6020.0
LTBR,LIGHTBRIDGE CORP,31DEC2018,2018,26.345,0.477,25.868,0.0,-15.676,14.0,2860.0
TNET,TRINET GROUP INC,31DEC2018,2018,2435.0,2060.0,375.0,3503.0,192.0,11.0,7374.0
IRCP,IRSA PROPIEDADES COMERCIALES,30JUN2018,2018,2337.769,1027.715,1310.054,205.3,521.081,14.0,6512.0
INSG,INSEEGO CORP,31DEC2018,2018,162.256,198.781,-36.525,202.463,-8.058,14.0,3661.0
EXAS,EXACT SCIENCES CORP,31DEC2018,2018,1524.022,843.081,680.941,454.462,-175.149,14.0,8731.0
MOSY,MOSYS INC,31DEC2018,2018,11.756,4.599,7.157,16.6,-11.409,14.0,3674.0
RGP,RESOURCES CONNECTION INC,31MAY2019,2018,428.37,145.974,282.396,728.999,31.47,14.0,8721.0
NS,NUSTAR ENERGY LP,31DEC2018,2018,6349.14,3527.417,2821.723,1961.757,205.794,11.0,2911.0
ALGN,ALIGN TECHNOLOGY INC,31DEC2018,2018,2052.458,799.567,1252.891,1966.492,400.235,14.0,3843.0
GRMN,GARMIN LTD,31DEC2018,2018,5382.858,1219.884,4162.974,3347.444,694.08,14.0,3812.0
SGEN,SEATTLE GENETICS INC,31DEC2018,2018,1503.329,229.386,1273.943,654.7,-222.693,14.0,2836.0
HBIO,HARVARD BIOSCIENCE INC,31DEC2018,2018,168.613,85.889,82.724,120.774,-2.922,14.0,3826.0
DVAX,DYNAVAX TECHNOLOGIES CORP,31DEC2018,2018,210.884,147.819,63.065,8.198,-158.899,14.0,2836.0
ACAD,ACADIA PHARMACEUTICALS INC,31DEC2018,2018,540.202,61.123,479.079,223.807,-245.192,14.0,2836.0
VRME,VERIFYME INC,31DEC2018,2018,2.051,0.481,1.57,0.075,-2.932,14.0,2890.0
GPN,GLOBAL PAYMENTS INC,31DEC2018,2018,13230.774,9044.431,4186.343,3366.366,452.053,11.0,7374.0
MMP,MAGELLAN MIDSTREAM PRTNRS LP,31DEC2018,2018,7747.537,5104.103,2643.434,2826.573,1333.925,11.0,4610.0
AMX,AMERICA MOVIL SA DE CV,31DEC2018,2018,72731.178,60219.075,12512.103,52832.935,2675.02,11.0,4812.0
OIS,OIL STATES INTL INC,31DEC2018,2018,2003.821,564.053,1439.768,1088.133,-19.105,11.0,3533.0
NOG,NORTHERN OIL & GAS INC,31DEC2018,2018,1503.645,1073.78,429.865,678.924,143.689,12.0,1311.0
TAT,TRANSATLANTIC PETROLEUM LTD,31DEC2018,2018,132.6,74.131,58.469,70.789,-5.216,12.0,1311.0
BTU,PEABODY ENERGY CORP,31DEC2018,2018,7423.7,3972.1,3451.6,5581.8,646.6,11.0,1220.0
CEO,CNOOC LTD,31DEC2018,2018,98690.801,38008.184,60682.617,32999.195,7660.551,11.0,1311.0
MPX,MARINE PRODUCTS CORP,31DEC2018,2018,100.88,25.668,75.212,298.616,28.488,11.0,3730.0
PLG,PLATINUM GROUP METALS LTD,31AUG2018,2018,41.849,61.379,-19.53,0.0,-38.682,12.0,1000.0
SYNA,SYNAPTICS INC,30JUN2018,2018,1499.8,770.5,729.3,1630.3,-124.1,14.0,3674.0
MDLZ,MONDELEZ INTERNATIONAL INC,31DEC2018,2018,62729.0,37016.0,25713.0,25938.0,3381.0,14.0,2052.0
OMCL,OMNICELL INC,31DEC2018,2018,1081.242,401.625,679.617,787.309,37.729,14.0,7373.0
SHBI,SHORE BANCSHARES INC,31DEC2018,2018,1483.076,1299.891,183.185,64.92,24.997,14.0,6020.0
PRU,PRUDENTIAL FINANCIAL INC,31DEC2018,2018,815078.0,766047.0,49031.0,62998.0,4074.0,11.0,6311.0
ACN,ACCENTURE PLC,31AUG2018,2018,24449.083,13724.495,10724.588,41603.428,4059.907,11.0,8742.0
WMGI,WRIGHT MEDICAL GROUP NV,31DEC2018,2018,2694.401,1761.942,932.459,836.19,-169.505,14.0,3842.0
RVP,RETRACTABLE TECHNOLOGIES INC,31DEC2018,2018,36.792,11.178,25.614,33.275,-1.34,12.0,3841.0
NVCN,NEOVASC INC,31DEC2018,2018,11.993,21.66,-9.667,1.749,-108.043,14.0,3841.0
FENC,FENNEC PHARMACEUTICALS INC,31DEC2018,2018,22.95,1.637,21.313,0.0,-9.888,14.0,2836.0
AAXN,AXON ENTERPRISE INC,31DEC2018,2018,719.54,252.216,467.324,420.068,29.205,14.0,3480.0
ADS,ALLIANCE DATA SYSTEMS CORP,31DEC2018,2018,30387.7,28055.6,2332.1,7791.2,963.1,11.0,7374.0
WLTW,WILLIS TOWERS WATSON PLC,31DEC2018,2018,32385.0,22388.0,9971.0,8513.0,695.0,14.0,6411.0
MVBF,MVB FINANCIAL CORP,31DEC2018,2018,1750.969,1574.196,176.773,108.4,12.003,14.0,6020.0
GAU,GALIANO GOLD INC,31DEC2018,2018,312.615,3.773,308.842,153.822,-141.372,12.0,1040.0
CCRN,CROSS COUNTRY HEALTHCARE INC,31DEC2018,2018,427.003,208.805,218.198,816.484,-16.951,14.0,7363.0
BG,BUNGE LTD,31DEC2018,2018,19425.0,12623.0,6378.0,45743.0,267.0,11.0,2040.0
NTUS,NATUS MEDICAL INC,31DEC2018,2018,638.14,239.696,398.444,530.891,-22.935,14.0,3845.0
PDFS,PDF SOLUTIONS INC,31DEC2018,2018,225.905,26.11,199.795,85.794,-7.716,14.0,7370.0
UBS,UBS GROUP AG,31DEC2018,2018,958489.0,905385.0,53104.0,40846.0,4516.0,11.0,6282.0
AMN,AMN HEALTHCARE SERVICES INC,31DEC2018,2018,1492.721,853.731,638.99,2136.074,141.741,11.0,7361.0
HDB,HDFC BANK LTD,31MAR2019,2018,186596.724,164344.001,22180.297,17913.061,3223.345,11.0,6020.0
ZBH,ZIMMER BIOMET HOLDINGS INC,31DEC2018,2018,24126.8,12850.7,11276.1,7932.9,-379.2,11.0,3842.0
ABG,ASBURY AUTOMOTIVE GROUP INC,31DEC2018,2018,2695.4,2222.2,473.2,6874.4,168.0,11.0,5500.0
XPO,XPO LOGISTICS INC,31DEC2018,2018,12270.0,8300.0,3970.0,17279.0,422.0,11.0,4731.0
GLAD,GLADSTONE CAPITAL CORP,30SEP2018,2018,399.508,162.416,237.092,45.581,18.648,14.0,6797.0
BGFV,BIG 5 SPORTING GOODS CORP,31DEC2018,2018,419.561,244.7,174.861,987.581,-3.531,14.0,5940.0
ANTM,ANTHEM INC,31DEC2018,2018,71571.0,43030.0,28541.0,92105.0,3750.0,11.0,6324.0
GME,GAMESTOP CORP,31JAN2019,2018,4044.3,2708.1,1336.2,8285.3,-673.0,11.0,5734.0
DRAD,DIGIRAD CORP,31DEC2018,2018,50.594,24.794,25.8,104.18,0.736,14.0,8071.0
WW,WEIGHT WATCHERS INTL INC,31DEC2018,2018,1414.541,2219.571,-808.943,1514.121,223.749,14.0,7200.0
CREG,CHINA RECYCLING ENERGY CORP,31DEC2018,2018,171.452,88.273,83.179,8.2,-65.997,14.0,3620.0
CNC,CENTENE CORP,31DEC2018,2018,30901.0,19878.0,11013.0,60116.0,900.0,11.0,6324.0
PFG,PRINCIPAL FINANCIAL GRP INC,31DEC2018,2018,243036.1,231188.9,11456.0,14075.6,1546.5,14.0,6282.0
AAP,ADVANCE AUTO PARTS INC,31DEC2018,2018,9040.648,5489.835,3550.813,9580.554,423.847,11.0,5531.0
AYI,ACUITY BRANDS INC,31AUG2018,2018,2988.8,1272.0,1716.8,3680.1,349.6,11.0,3640.0
PDM,PIEDMONT OFFICE REALTY TRUST,31DEC2018,2018,3592.429,1880.289,1712.14,527.508,130.296,11.0,6798.0
MANT,MANTECH INTL CORP,31DEC2018,2018,1803.871,402.677,1401.194,1958.557,82.097,14.0,7373.0
ACH,ALUMINUM CORP CHINA LTD,31DEC2018,2018,29206.302,19367.565,9838.737,26205.945,108.534,11.0,3334.0
FVE,FIVE STAR SENIOR LIVING INC,31DEC2018,2018,405.624,334.455,71.169,1390.394,-74.083,14.0,8051.0
WNEB,WESTERN NEW ENG BANCORP INC,31DEC2018,2018,2118.822,1881.793,237.029,87.508,16.408,14.0,6035.0
CORT,CORCEPT THERAPEUTICS INC,31DEC2018,2018,311.694,35.812,275.882,251.247,75.41,14.0,2834.0
CUTR,CUTERA INC,31DEC2018,2018,97.637,51.251,46.386,162.72,-30.77,14.0,3845.0
HUSA,HOUSTON AMERN ENERGY CORP,31DEC2018,2018,7.823,0.146,7.677,2.356,-0.251,12.0,1311.0
LODE,COMSTOCK MINING INC,31DEC2018,2018,28.612,19.227,9.385,0.15,-9.481,12.0,1040.0
CCOI,COGENT COMMUNICATIONS HLDGS,31DEC2018,2018,739.85,888.852,-149.002,520.193,28.667,14.0,4813.0
VRNT,VERINT SYSTEMS INC,31JAN2019,2018,2867.027,1606.223,1260.804,1229.747,65.991,14.0,7373.0
DS,DRIVE SHACK INC,31DEC2018,2018,401.947,267.28,134.667,314.369,-38.683,11.0,7990.0
JBLU,JETBLUE AIRWAYS CORP,31DEC2018,2018,10426.0,5815.0,4611.0,7658.0,188.0,14.0,4512.0
BCBP,BCB BANCORP INC,31DEC2018,2018,2674.731,2474.516,200.215,111.057,16.763,14.0,6020.0
TNP,TSAKOS ENERGY NAVIGATION LTD,31DEC2018,2018,3205.058,1698.281,1506.777,529.879,-99.203,11.0,4412.0
NFLX,NETFLIX INC,31DEC2018,2018,25974.4,20735.635,5238.765,15794.341,1211.242,14.0,7841.0
CVGW,CALAVO GROWERS INC,31OCT2018,2018,367.736,102.777,264.959,1088.758,32.281,14.0,5140.0
SVBI,SEVERN BANCORP INC,31DEC2018,2018,974.233,875.78,98.453,46.44,8.569,14.0,6035.0
CPSI,COMPUTER PROGRAMS & SYSTEMS,31DEC2018,2018,327.746,167.963,159.783,280.411,17.632,14.0,7373.0
OSTK,OVERSTOCK.COM INC,31DEC2018,2018,461.219,250.513,210.706,1821.592,-206.07,14.0,5961.0
ACM,AECOM,30SEP2018,2018,14681.131,10402.757,4278.374,20155.512,136.468,11.0,8711.0
RIOT,RIOT BLOCKCHAIN INC,31DEC2018,2018,13.86,9.369,4.491,7.845,-58.008,14.0,7370.0
BDSI,BIODELIVERY SCIENCES INTL,31DEC2018,2018,108.533,78.791,29.742,55.64,-33.867,14.0,2834.0
GLDD,GREAT LAKES DREDGE & DOCK CP,31DEC2018,2018,730.271,515.343,214.928,620.795,-6.293,14.0,1600.0
CPHI,CHINA PHARMA HOLDINGS INC,31DEC2018,2018,45.377,15.178,30.199,12.331,-10.75,12.0,2834.0
TDG,TRANSDIGM GROUP INC,30SEP2018,2018,12197.467,14005.938,-1808.471,3811.126,957.062,11.0,3728.0
TA,TRAVELCENTERS OF AMERICA INC,31DEC2018,2018,1442.108,991.716,450.392,6231.437,-120.553,14.0,5500.0
FORM,FORMFACTOR INC,31DEC2018,2018,728.222,148.058,580.164,529.675,104.036,14.0,3825.0
KIRK,KIRKLAND'S INC,31JAN2019,2018,277.148,146.348,130.8,647.071,3.78,14.0,5990.0
INPX,INPIXON,31DEC2018,2018,12.178,7.375,4.803,3.756,-24.572,14.0,5045.0
SAFT,SAFETY INSURANCE GROUP INC,31DEC2018,2018,1856.24,1137.596,718.644,828.4,83.195,14.0,6331.0
RRGB,RED ROBIN GOURMET BURGERS,31DEC2018,2018,843.941,461.136,382.805,1338.563,-6.419,14.0,5812.0
CBAT,CBAK ENERGY TECHNOLOGY INC,31DEC2018,2018,127.584,127.257,0.327,24.433,-1.943,14.0,3690.0
NPO,ENPRO INDUSTRIES INC,31DEC2018,2018,1715.8,858.1,857.7,1532.0,19.6,11.0,3050.0
